Timestamp,ibi (ms)
11:17:43.032695,821.0
11:17:44.113970,789.0
11:17:45.074092,798.0
11:17:46.033941,792.0
11:17:46.188873,801.0
11:17:47.052654,807.0
11:17:48.073807,779.0
11:17:50.053262,829.0
11:17:51.132931,817.0
11:17:51.230530,1598.0
11:17:52.034067,818.0
11:17:53.053907,800.0
11:17:54.073511,800.0
11:17:54.170619,788.0
11:17:55.041769,766.0
11:17:56.059317,739.0
11:17:57.073911,753.0
11:17:58.092966,754.0
11:17:58.180404,789.0
11:17:59.052989,791.0
11:18:00.073408,827.0
11:18:01.033553,836.0
11:18:02.054332,818.0
11:18:02.143619,829.0
11:18:03.133897,859.0
11:18:04.034532,852.0
11:18:05.052787,861.0
11:18:06.073871,860.0
11:18:07.033751,835.0
11:18:08.266664,863.0
11:18:08.352228,888.0
11:18:09.253859,880.0
11:18:10.243463,811.0
11:18:11.233245,807.0
11:18:12.224374,806.0
11:18:12.316547,778.0
11:18:13.226500,792.0
11:18:14.203922,804.0
11:18:15.194178,813.0
11:18:16.184833,779.0
11:18:18.184443,510.0
11:18:18.274402,1131.0
11:18:18.275405,831.0
11:18:20.143945,798.0
11:18:20.143945,805.0
11:18:20.314561,787.0
11:18:21.133764,743.0
11:18:22.124175,764.0
11:18:23.113552,769.0
11:18:24.106236,796.0
11:18:24.194149,780.0
11:18:25.093774,793.0
11:18:26.083846,817.0
11:18:27.074230,795.0
11:18:27.172052,791.0
11:18:28.064168,786.0
11:18:28.152824,647.0
11:18:30.044325,902.0
11:18:31.034737,785.0
11:18:31.132500,785.0
11:18:32.024514,767.0
11:18:33.509007,770.0
11:18:34.499753,770.0
11:18:34.600947,768.0
11:18:35.488990,763.0
11:18:36.479116,756.0
11:18:37.469109,756.0
11:18:38.458950,772.0
11:18:38.549374,779.0
11:18:39.453253,785.0
11:18:40.440143,803.0
11:18:41.431175,789.0
11:18:42.419465,808.0
11:18:42.515183,813.0
11:18:43.409111,789.0
11:18:44.398962,790.0
11:18:45.389251,776.0
11:18:45.483362,770.0
11:18:46.379555,752.0
11:18:47.369834,768.0
11:18:48.360278,753.0
11:18:48.456380,740.0
11:18:49.349541,755.0
11:18:50.339318,771.0
11:18:51.329804,773.0
11:18:52.319429,804.0
11:18:52.474078,814.0
11:18:53.309366,791.0
11:18:54.304672,795.0
11:18:54.398080,761.0
11:18:54.498124,587.0
11:18:55.291412,465.0
11:18:56.282497,407.0
11:18:57.269462,692.0
11:18:57.377030,684.0
11:18:58.259556,695.0
11:18:59.249337,721.0
11:19:00.239517,765.0
11:19:01.228995,833.0
11:19:02.220106,887.0
11:19:03.209262,892.0
11:19:03.300059,917.0
11:19:04.213614,914.0
11:19:05.189728,880.0
11:19:06.180630,813.0
11:19:07.170395,798.0
11:19:07.269366,769.0
11:19:09.150169,753.0
11:19:09.150169,750.0
11:19:10.140658,736.0
11:19:10.235451,732.0
11:19:11.130488,774.0
11:19:12.125586,809.0
11:19:13.109582,895.0
11:19:14.099939,924.0
11:19:15.089870,885.0
11:19:16.080588,898.0
11:19:17.070268,871.0
11:19:17.167938,825.0
11:19:18.060748,822.0
11:19:19.049924,767.0
11:19:20.040696,771.0
11:19:20.135783,762.0
11:19:21.031801,737.0
11:19:22.020528,750.0
11:19:22.113671,753.0
11:19:23.505002,503.0
11:19:23.594798,283.0
11:19:24.495996,809.0
11:19:25.484966,808.0
11:19:26.971102,862.0
11:19:27.465862,876.0
11:19:28.456290,838.0
11:19:29.465017,841.0
11:19:29.565416,838.0
11:19:30.435055,792.0
11:19:31.425196,804.0
11:19:33.405995,811.0
11:19:33.405995,783.0
11:19:33.498282,786.0
11:19:34.396717,772.0
11:19:35.386189,773.0
11:19:36.375083,771.0
11:19:36.474612,770.0
11:19:37.365068,770.0
11:19:38.356353,816.0
11:19:39.345643,821.0
11:19:40.335247,852.0
11:19:41.325740,879.0
11:19:41.448161,867.0
11:19:42.315424,853.0
11:19:43.306150,837.0
11:19:44.307380,803.0
11:19:45.285563,774.0
11:19:45.379377,766.0
11:19:46.275286,753.0
11:19:47.265643,752.0
11:19:48.257432,721.0
11:19:48.365291,744.0
11:19:49.245894,730.0
11:19:50.235641,730.0
11:19:50.336592,751.0
11:19:51.225963,730.0
11:19:52.215684,740.0
11:19:53.205651,746.0
11:19:54.195786,757.0
11:19:54.288777,753.0
11:19:55.219584,755.0
11:19:57.166406,791.0
11:19:57.166406,815.0
11:19:59.147407,820.0
11:19:59.249275,809.0
11:19:59.249275,785.0
11:20:00.135727,785.0
11:20:01.126530,769.0
11:20:01.220760,778.0
11:20:02.115572,791.0
11:20:03.105601,814.0
11:20:04.096030,836.0
11:20:05.085646,826.0
11:20:06.076176,856.0
11:20:07.065661,861.0
11:20:07.160817,854.0
11:20:08.056278,862.0
11:20:10.035330,836.0
11:20:10.125668,815.0
11:20:11.051813,1493.0
11:20:12.511669,738.0
11:20:13.501323,709.0
11:20:13.600956,687.0
11:20:14.491577,707.0
11:20:15.484226,726.0
11:20:15.579550,771.0
11:20:16.471942,859.0
11:20:17.460677,595.0
11:20:18.462678,325.0
11:20:18.574466,908.0
11:20:19.441071,914.0
11:20:20.431503,880.0
11:20:21.421103,849.0
11:20:22.412284,812.0
11:20:22.510348,787.0
11:20:23.400599,787.0
11:20:24.392089,755.0
11:20:25.381091,793.0
11:20:26.371122,852.0
11:20:27.361101,884.0
11:20:27.465748,943.0
11:20:28.351167,861.0
11:20:30.331613,1034.0
11:20:30.425517,884.0
11:20:31.321237,840.0
11:20:32.311919,833.0
11:20:33.311819,812.0
11:20:34.292643,805.0
11:20:34.394320,803.0
11:20:35.777299,764.0
11:20:36.271299,779.0
11:20:37.261873,804.0
11:20:38.251641,779.0
11:20:38.350859,796.0
11:20:39.241652,788.0
11:20:40.231380,771.0
11:20:41.232172,780.0
11:20:41.330299,780.0
11:20:42.210574,782.0
11:20:43.201869,771.0
11:20:44.192435,768.0
11:20:45.181324,793.0
11:20:45.275218,827.0
11:20:47.161852,812.0
11:20:47.161852,887.0
11:20:49.143617,870.0
11:20:49.143617,862.0
11:20:51.122506,810.0
11:20:51.123510,821.0
11:20:51.222532,817.0
11:20:52.112269,796.0
11:20:53.101254,788.0
11:20:54.092396,768.0
11:20:54.191396,754.0
11:20:55.081525,753.0
11:20:56.072777,751.0
11:20:57.071357,746.0
11:20:58.549023,797.0
11:20:58.643280,869.0
11:20:59.041651,904.0
11:21:00.042714,892.0
11:21:01.021462,919.0
11:21:02.509316,859.0
11:21:03.992681,866.0
11:21:04.487867,810.0
11:21:04.579409,804.0
11:21:05.477481,791.0
11:21:06.467832,782.0
11:21:07.457211,759.0
11:21:07.560314,725.0
11:21:08.447149,754.0
11:21:09.436913,738.0
11:21:10.426928,745.0
11:21:11.416818,823.0
11:21:12.408665,941.0
11:21:13.397595,990.0
11:21:15.376948,1010.0
11:21:15.378048,892.0
11:21:15.473215,916.0
11:21:16.367745,868.0
11:21:17.357976,845.0
11:21:18.842686,827.0
11:21:19.338025,831.0
11:21:19.436305,842.0
11:21:20.328192,833.0
11:21:21.316867,856.0
11:21:22.307820,849.0
11:21:23.298166,864.0
11:21:24.287746,865.0
11:21:25.277790,834.0
11:21:25.369841,845.0
11:21:26.267699,846.0
11:21:27.258250,818.0
11:21:28.247266,823.0
11:21:28.341002,792.0
11:21:29.238084,753.0
11:21:30.227335,726.0
11:21:31.217012,785.0
11:21:32.207632,757.0
11:21:32.294386,791.0
11:21:33.197270,820.0
11:21:34.187438,811.0
11:21:35.177419,786.0
11:21:37.158070,786.0
11:21:37.250508,786.0
11:21:37.249592,783.0
11:21:38.147457,788.0
11:21:39.137470,799.0
11:21:40.127476,798.0
11:21:40.238599,792.0
11:21:42.108237,795.0
11:21:42.108237,791.0
11:21:43.097442,792.0
11:21:44.088036,819.0
11:21:44.181147,827.0
11:21:45.076897,834.0
11:21:46.067713,799.0
11:21:47.079352,792.0
11:21:48.048176,785.0
11:21:48.150316,775.0
11:21:49.536301,783.0
11:21:50.028361,788.0
11:21:51.513066,783.0
11:21:52.503224,812.0
11:21:52.607184,846.0
11:21:53.492532,846.0
11:21:54.482671,871.0
11:21:55.968248,845.0
11:21:56.462772,847.0
11:21:57.452801,829.0
11:21:57.548133,795.0
11:21:58.443790,768.0
11:21:59.432887,750.0
11:22:00.423858,746.0
11:22:00.521697,731.0
11:22:01.413385,722.0
11:22:02.402520,739.0
11:22:03.392889,743.0
11:22:03.493887,778.0
11:22:04.382834,797.0
11:22:05.373254,856.0
11:22:06.363623,864.0
11:22:07.352918,858.0
11:22:08.343717,845.0
11:22:08.443251,820.0
11:22:09.333725,809.0
11:22:10.324349,798.0
11:22:11.312890,773.0
11:22:12.312632,784.0
11:22:12.415699,784.0
11:22:13.293605,772.0
11:22:14.283128,796.0
11:22:15.273646,819.0
11:22:16.263242,826.0
11:22:17.253175,880.0
11:22:18.247281,891.0
11:22:18.346516,887.0
11:22:19.233628,885.0
11:22:20.229192,842.0
11:22:21.213763,811.0
11:22:21.318353,790.0
11:22:22.206628,753.0
11:22:23.194114,759.0
11:22:24.184347,766.0
11:22:25.173849,792.0
11:22:27.153195,853.0
11:22:27.153195,1046.0
11:22:28.143357,1006.0
11:22:30.123562,987.0
11:22:30.124581,990.0
11:22:31.113494,947.0
11:22:31.224868,873.0
11:22:32.104246,862.0
11:22:33.093161,851.0
11:22:34.083474,869.0
11:22:35.073803,850.0
11:22:36.063900,835.0
11:22:36.156811,815.0
11:22:37.055406,819.0
11:22:38.043199,817.0
11:22:39.042633,810.0
11:22:40.023718,813.0
11:22:40.123240,790.0
11:22:41.508962,806.0
11:22:42.498669,811.0
11:22:43.489391,885.0
11:22:44.478681,847.0
11:22:45.469202,882.0
11:22:46.458715,869.0
11:22:46.553098,838.0
11:22:47.448721,836.0
11:22:48.444033,801.0
11:22:49.429317,786.0
11:22:50.418889,772.0
11:22:50.510753,775.0
11:22:51.408798,784.0
11:22:52.399184,792.0
11:22:53.389286,815.0
11:22:55.957796,817.0
11:22:55.957796,833.0
11:22:56.145447,828.0
11:22:56.359919,786.0
11:22:57.348867,791.0
11:22:57.441354,778.0
11:22:58.338932,750.0
11:22:59.329271,758.0
11:23:00.318966,761.0
11:23:01.309754,756.0
11:23:01.403253,787.0
11:23:02.299000,801.0
11:23:03.290862,777.0
11:23:04.278950,785.0
11:23:04.391639,790.0
11:23:05.269922,762.0
11:23:06.259808,772.0
11:23:07.248899,783.0
11:23:08.734134,777.0
11:23:08.832490,784.0
11:23:09.229244,789.0
11:23:10.219639,782.0
11:23:11.209948,793.0
11:23:12.204954,789.0
11:23:12.307342,761.0
11:23:13.189744,769.0
11:23:14.179203,758.0
11:23:16.159430,759.0
11:23:16.160327,750.0
11:23:16.260017,757.0
11:23:18.139710,759.0
11:23:18.139710,770.0
11:23:18.325619,744.0
11:23:19.129299,754.0
11:23:20.119745,772.0
11:23:21.109369,734.0
11:23:21.212595,758.0
11:23:22.594122,774.0
11:23:23.089226,755.0
11:23:24.088568,779.0
11:23:24.190611,769.0
11:23:25.070829,754.0
11:23:26.059417,753.0
11:23:27.052630,739.0
11:23:27.152048,758.0
11:23:28.535551,786.0
11:23:29.033133,779.0
11:23:30.520591,783.0
11:23:31.505150,781.0
11:23:31.625285,765.0
11:23:32.494549,763.0
11:23:33.485296,748.0
11:23:33.577635,735.0
11:23:34.475175,727.0
11:23:35.464566,722.0
11:23:36.454644,715.0
11:23:36.552977,747.0
11:23:37.445187,779.0
11:23:38.435645,802.0
11:23:39.424749,824.0
11:23:40.415013,861.0
11:23:41.404645,824.0
11:23:41.561204,847.0
11:23:42.395046,791.0
11:23:43.387689,774.0
11:23:44.375315,740.0
11:23:44.474065,721.0
11:23:46.359589,708.0
11:23:46.479087,704.0
11:23:47.344815,712.0
11:23:47.446504,718.0
11:23:48.337224,791.0
11:23:49.324814,850.0
11:23:50.315890,883.0
11:23:51.304866,1031.0
11:23:52.295841,952.0
11:23:53.293564,938.0
11:23:54.274864,946.0
11:23:55.264877,871.0
11:23:55.366485,855.0
11:23:56.254914,813.0
11:23:57.246805,788.0
11:23:58.235817,762.0
11:23:58.330861,744.0
11:24:00.223748,765.0
11:24:00.224760,772.0
11:24:01.209009,769.0
11:24:02.194999,788.0
11:24:02.298946,785.0
11:24:03.185118,795.0
11:24:04.175554,806.0
11:24:06.156015,809.0
11:24:06.156015,806.0
11:24:06.253081,809.0
11:24:08.134208,800.0
11:24:08.136025,790.0
11:24:09.125321,784.0
11:24:09.232405,751.0
11:24:10.115066,761.0
11:24:11.105271,755.0
11:24:12.095703,740.0
11:24:13.086096,765.0
11:24:13.192977,771.0
11:24:14.570659,762.0
11:24:15.065201,783.0
11:24:16.055198,781.0
11:24:16.152563,757.0
11:24:17.045435,772.0
11:24:18.037600,764.0
11:24:19.025404,742.0
11:24:19.143000,755.0
11:24:20.510876,769.0
11:24:21.501427,756.0
11:24:22.490811,787.0
11:24:22.584899,788.0
11:24:23.485071,758.0
11:24:24.475305,765.0
11:24:25.460892,747.0
11:24:25.553800,750.0
11:24:26.451022,746.0
11:24:27.441099,746.0
11:24:28.430624,773.0
11:24:29.420855,789.0
11:24:29.521409,816.0
11:24:30.411412,833.0
11:24:31.401882,842.0
11:24:32.391425,839.0
11:24:33.380666,830.0
11:24:34.370499,817.0
11:24:34.464762,778.0
11:24:35.360690,782.0
11:24:36.351041,764.0
11:24:37.342333,747.0
11:24:37.436150,756.0
11:24:38.330843,763.0
11:24:39.320958,753.0
11:24:40.311793,789.0
11:24:41.300413,835.0
11:24:41.390556,819.0
11:24:42.292024,855.0
11:24:43.280646,854.0
11:24:44.270882,821.0
11:24:45.260491,798.0
11:24:45.359218,768.0
11:24:46.250637,736.0
11:24:47.240940,721.0
11:24:48.230972,768.0
11:24:48.333973,765.0
11:24:49.224764,786.0
11:24:50.212020,802.0
11:24:51.202009,795.0
11:24:52.191086,784.0
11:24:52.286849,773.0
11:24:53.181248,756.0
11:24:54.170700,745.0
11:24:56.151562,751.0
11:24:56.247809,759.0
11:24:56.652500,752.0
11:24:57.141103,777.0
11:24:58.132121,767.0
11:24:58.228476,767.0
11:24:59.121218,752.0
11:25:00.110920,742.0
11:25:01.101622,748.0
11:25:01.202665,750.0
11:25:02.091921,756.0
11:25:03.082206,767.0
11:25:04.072607,780.0
11:25:05.061855,799.0
11:25:05.176372,794.0
11:25:06.051275,798.0
11:25:07.041533,795.0
11:25:08.031324,786.0
11:25:08.135916,773.0
11:25:09.021359,759.0
11:25:10.506741,723.0
11:25:11.496882,730.0
11:25:11.600323,725.0
11:25:12.486402,709.0
11:25:13.476415,732.0
11:25:14.468027,753.0
11:25:14.587396,781.0
11:25:15.456906,815.0
11:25:16.446453,864.0
11:25:17.436794,853.0
11:25:18.427692,873.0
11:25:19.435533,869.0
11:25:20.407072,823.0
11:25:20.517556,821.0
11:25:21.396553,807.0
11:25:22.388237,762.0
11:25:23.376504,769.0
11:25:23.496649,762.0
11:25:24.366510,744.0
11:25:25.356692,774.0
11:25:26.346522,807.0
11:25:27.341750,822.0
11:25:28.331690,934.0
11:25:29.316706,882.0
11:25:29.424558,950.0
11:25:30.306794,895.0
11:25:31.296971,866.0
11:25:32.286745,828.0
11:25:33.277885,779.0
11:25:33.369126,776.0
11:25:34.267322,743.0
11:25:35.256969,728.0
11:25:36.247869,740.0
11:25:36.349351,742.0
11:25:37.236945,741.0
11:25:38.227268,756.0
11:25:39.216978,799.0
11:25:40.207591,790.0
11:25:40.303138,799.0
11:25:41.228702,822.0
11:25:42.186481,821.0
11:25:43.176793,815.0
11:25:45.157804,790.0
11:25:45.157804,776.0
11:25:45.252000,775.0
11:25:47.137194,777.0
11:25:47.138204,760.0
11:25:47.316287,782.0
11:25:48.127804,795.0
11:25:49.117269,786.0
11:25:50.106873,771.0
11:25:50.209253,765.0
11:25:51.097400,746.0
11:25:52.087724,755.0
11:25:53.085701,747.0
11:25:53.210731,731.0
11:25:54.067457,732.0
11:25:55.057179,737.0
11:25:56.046776,743.0
11:25:56.144757,748.0
11:25:57.040170,764.0
11:25:58.027369,796.0
11:25:59.512640,788.0
11:26:00.502119,806.0
11:26:00.596876,801.0
11:26:01.492194,788.0
11:26:02.481874,789.0
11:26:03.472209,784.0
11:26:04.464756,773.0
11:26:04.578270,769.0
11:26:05.453352,773.0
11:26:06.442282,787.0
11:26:07.436513,790.0
11:26:08.423529,810.0
11:26:08.518169,830.0
11:26:09.414324,839.0
11:26:10.403449,835.0
11:26:11.392458,817.0
11:26:12.382491,811.0
11:26:12.473712,776.0
11:26:13.372371,777.0
11:26:14.362967,770.0
11:26:15.352628,743.0
11:26:15.443922,756.0
11:26:16.342806,766.0
11:26:17.332633,754.0
11:26:18.342043,772.0
11:26:18.439558,786.0
11:26:19.315576,771.0
11:26:20.304053,777.0
11:26:21.292657,783.0
11:26:22.282582,789.0
11:26:22.376275,765.0
11:26:23.273530,760.0
11:26:24.264850,762.0
11:26:25.253084,748.0
11:26:25.348767,740.0
11:26:26.242377,711.0
11:26:27.232851,714.0
11:26:27.374499,701.0
11:26:28.222271,692.0
11:26:29.212853,697.0
11:26:30.202862,748.0
11:26:31.193288,837.0
11:26:31.293910,804.0
11:26:32.183583,836.0
11:26:33.172874,848.0
11:26:35.153629,824.0
11:26:35.261290,803.0
11:26:35.348355,767.0
11:26:37.133279,765.0
11:26:37.133279,745.0
11:26:37.316292,716.0
11:26:38.122823,730.0
11:26:39.113825,729.0
11:26:40.106982,707.0
11:26:40.206356,716.0
11:26:41.093081,715.0
11:26:42.082816,701.0
11:26:43.073055,733.0
11:26:43.184304,755.0
11:26:45.053133,780.0
11:26:45.153312,808.0
11:26:46.043099,781.0
11:26:46.138374,807.0
11:26:47.033337,761.0
11:26:48.024108,760.0
11:26:49.507943,725.0
11:26:49.601141,698.0
11:26:50.502232,697.0
11:26:51.489211,697.0
11:26:51.581097,691.0
11:26:52.479216,703.0
11:26:53.468991,725.0
11:26:54.458751,819.0
11:26:55.448279,843.0
11:26:56.439813,828.0
11:26:56.534044,841.0
11:26:57.444540,869.0
11:26:58.418175,824.0
11:26:59.408315,819.0
11:27:00.398392,819.0
11:27:00.521660,791.0
11:27:01.388374,752.0
11:27:02.378634,745.0
11:27:03.368893,739.0
11:27:03.462370,741.0
11:27:04.359256,750.0
11:27:05.358163,733.0
11:27:05.454900,734.0
11:27:06.339053,730.0
11:27:07.329121,714.0
11:27:08.318631,721.0
11:27:08.405660,740.0
11:27:09.308296,765.0
11:27:10.299929,777.0
11:27:11.288176,804.0
11:27:12.278633,803.0
11:27:12.370032,768.0
11:27:13.272661,761.0
11:27:14.258161,746.0
11:27:15.248840,735.0
11:27:15.360831,719.0
11:27:16.238878,704.0
11:27:17.228838,715.0
11:27:18.220944,739.0
11:27:18.315285,760.0
11:27:19.209638,776.0
11:27:20.200070,863.0
11:27:21.683750,890.0
11:27:22.178674,862.0
11:27:23.169101,843.0
11:27:23.259236,813.0
11:27:25.148935,768.0
11:27:25.148935,748.0
11:27:25.332369,726.0
11:27:26.138752,707.0
11:27:27.128808,708.0
11:27:28.119204,723.0
11:27:29.108973,774.0
11:27:29.223763,775.0
11:27:30.099098,828.0
11:27:31.089007,835.0
11:27:32.079219,832.0
